
🌎新聞頻道,#genre#
TVBS新聞台,http://38.64.72.148/hls/modn/list/4006/chunklist0.m3u8
TVBS新聞台,http://38.64.72.148:80/hls/modn/list/4006/chunklist0.m3u8
TVBS新聞台,http://198.16.100.90:8278/tvbs_n/playlist.m3u8?tid=MECE3233774032337740&ct=19225&tsum=47a22a993d8e9b29582dfde5631c78b0
TVBS新聞台,http://50.7.238.114:8278/tvbs_n/playlist.m3u8?tid=MECE3233774032337740&ct=19225&tsum=47a22a993d8e9b29582dfde5631c78b0
TVBS新聞台,http://50.7.238.98:8278/tvbs_n/playlist.m3u8?tid=MECE3233774032337740&ct=19225&tsum=47a22a993d8e9b29582dfde5631c78b0
TVBS網路新聞,https://raw.githubusercontent.com/echolin73/utlive/main/live/ch22.m3u8
TVBS網路新聞,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV31.m3u8
TVBS財經,http://2023.stream-link.org/live/1767909787
三立新聞,http://220.134.196.147:8506/http/116.50.42.18:8081/hls/65/807/ch18.m3u8
三立新聞,http://123.51.230.64:18543/http/192.168.1.9:8081/hls/65/807/ch18.m3u8
三立新聞,http://123.51.230.124:8550/http/116.50.42.18:8081/hls/65/807/ch18.m3u8
三立新聞,http://125.227.210.55:35238/VideoInput/play.ts
三立新聞,http://60.251.59.180:8506/http/60.251.39.91:8081/hls/65/807/ch18.m3u8
三立iNEWS,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV01.m3u8
三立iNEWS,https://raw.githubusercontent.com/echolin73/utlive/main/live/ch19.m3u8
三立NEWS+,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV32.m3u8
三立NEWS+,http://2023.stream-link.org/playlist/set_news.flv
三立LIVE,https://ytm2.yuanhsing.cf/SETLIVE.m3u8
三立LIVE,https://raw.githubusercontent.com/echolin73/utlive/main/live/ch18.m3u8
三立LIVE,http://you.cubs88.eu.org/youtube/ovmifyxFOho
年代新聞,http://61.221.81.93:8532/http/116.50.42.18:8081/hls/67/809/ch27.m3u8
年代新聞,http://220.134.196.147:8532/http/116.50.42.18:8081/hls/67/809/ch27.m3u8
年代新聞,http://123.51.230.124:8536/http/116.50.42.18:8081/hls/67/809/ch27.m3u8
年代新聞,http://211.23.114.106:8504/http/61.221.81.94:8088/hls/67/809/ch27.m3u8?token=
年代新聞,http://198.16.100.90:8278/niandainews_twn/playlist.m3u8?tid=m062d2322888417909285&ct=17874&tsum=da6e0908f8df0e85b37f9d93167b9fcd
年代新聞,http://198.16.100.90:8278/niandainews_twn/playlist.m3u8?tid=MA6A4647720946477209&ct=19226&tsum=48a66838dbcf633b2fb41307b29ef50a
年代新聞,http://198.16.100.90:8278/niandainews_twn/playlist.m3u8?tid=MBCB9184423891844238&ct=19249&tsum=ac0331d98099429b19c53fe6d20972ec
年代新聞,http://50.7.238.114:8278/niandainews_twn/playlist.m3u8?tid=m062d2322888417909285&ct=17874&tsum=da6e0908f8df0e85b37f9d93167b9fcd
年代新聞,http://50.7.238.114:8278/niandainews_twn/playlist.m3u8?tid=MA6A4647720946477209&ct=19226&tsum=48a66838dbcf633b2fb41307b29ef50a
年代新聞,http://50.7.238.114:8278/niandainews_twn/playlist.m3u8?tid=MBCB9184423891844238&ct=19249&tsum=ac0331d98099429b19c53fe6d20972ec
年代新聞,http://50.7.238.98:8278/niandainews_twn/playlist.m3u8?tid=m062d2322888417909285&ct=17874&tsum=da6e0908f8df0e85b37f9d93167b9fcd
年代新聞,http://50.7.238.98:8278/niandainews_twn/playlist.m3u8?tid=MA6A4647720946477209&ct=19226&tsum=48a66838dbcf633b2fb41307b29ef50a
年代新聞,http://50.7.238.98:8278/niandainews_twn/playlist.m3u8?tid=MBCB9184423891844238&ct=19249&tsum=ac0331d98099429b19c53fe6d20972ec
中天新聞,http://220.134.196.147:8540/http/116.50.42.18:8081/hls/78/80/ch63max.m3u8
中天新聞,http://123.51.230.124:8535/http/60.251.39.91:8081/hls/78/80/ch63max.m3u8
中天新聞,http://211.23.114.106:8505/http/116.50.42.18:8081/hls/78/80/ch63max.m3u8?token=
中天新聞,https://ytm2.yuanhsing.cf/ctitv.m3u8
中天新聞,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV28.m3u8
中天新聞,http://198.16.100.90:8278/ctinews/playlist.m3u8?tid=MA4A6611409066114090&ct=19226&tsum=f0333c4e69a7c5880f766ec9f29ca203
中天新聞,http://50.7.238.114:8278/ctinews/playlist.m3u8?tid=MA4A6611409066114090&ct=19226&tsum=f0333c4e69a7c5880f766ec9f29ca203
中天新聞,http://50.7.238.98:8278/ctinews/playlist.m3u8?tid=MA4A6611409066114090&ct=19226&tsum=f0333c4e69a7c5880f766ec9f29ca203
中天新聞,http://198.16.100.90:8278/ctinews/playlist.m3u8?tid=MC3C3915550439155504&ct=19193&tsum=a8168b7967dda9bfebdd5b1403dc19b0
中天新聞,http://50.7.238.114:8278/ctinews/playlist.m3u8?tid=MC3C3915550439155504&ct=19193&tsum=a8168b7967dda9bfebdd5b1403dc19b0
中天新聞,http://50.7.238.98:8278/ctinews/playlist.m3u8?tid=MC3C3915550439155504&ct=19193&tsum=a8168b7967dda9bfebdd5b1403dc19b0
中天新聞2台,http://tv.redrainl.site:9500/live.m3u8?c=3
中天新聞2台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV49.m3u8
東森新聞,http://220.134.196.147:8502/http/116.50.42.18:8081/hls/63/805/ch10.m3u8
東森新聞,http://61.221.81.93:8527/hls/65/807/ch843.m3u8
東森新聞,http://123.51.230.124:8571/http/116.50.42.18:8081/hls/63/805/ch10.m3u8
東森新聞,http://211.23.114.106:8501/http/116.50.42.18:8081/hls/63/805/ch10.m3u8
東森LIVE,http://198.16.100.90:8278/ettvnews/playlist.m3u8?tid=MAEA2793211727932117&ct=19225&tsum=151345e2ab6bc0c89ac85598f1988cd3
東森LIVE,http://198.16.100.90:8278/ettvnews/playlist.m3u8?tid=m208c21bf386611408694&ct=17874&tsum=d1b4de373c886cd8015974fa8c5d6d12
東森LIVE,http://50.7.238.114:8278/ettvnews/playlist.m3u8?tid=MAEA2793211727932117&ct=19225&tsum=151345e2ab6bc0c89ac85598f1988cd3
東森LIVE,http://50.7.238.114:8278/ettvnews/playlist.m3u8?tid=m208c21bf386611408694&ct=17874&tsum=d1b4de373c886cd8015974fa8c5d6d12
東森LIVE,http://50.7.238.98:8278/ettvnews/playlist.m3u8?tid=MAEA2793211727932117&ct=19225&tsum=151345e2ab6bc0c89ac85598f1988cd3
東森LIVE,http://50.7.238.98:8278/ettvnews/playlist.m3u8?tid=m208c21bf386611408694&ct=17874&tsum=d1b4de373c886cd8015974fa8c5d6d12
東森財經新聞,http://220.134.196.147:8508/http/116.50.42.18:8081/hls/63/805/ch11.m3u8
東森財經新聞,https://ytm2.yuanhsing.cf/EBCFinancial.m3u8
東森財經新聞,http://123.51.230.124:8536/http/116.50.42.18:8081/hls/63/805/ch11.m3u8
東森財經新聞,http://123.51.230.108:18515/.m3u8
東森財經新聞,http://60.251.33.252:18515/.m3u8
東森財經新聞,http://198.16.100.90:8278/ettvcaijing_twn/playlist.m3u8?ct=17874&tid=m999b5a0f7fca17599138&tsum=345085d2d6d4401fdb3da968dfee5a54
東森財經新聞,http://198.16.100.90:8278/ettvcaijing_twn/playlist.m3u8?tid=MD5D9010164090101640&ct=19225&tsum=cc229773020f89af853b23d81e0e6371
東森財經新聞,http://50.7.238.114:8278/ettvcaijing_twn/playlist.m3u8?ct=17874&tid=m999b5a0f7fca17599138&tsum=345085d2d6d4401fdb3da968dfee5a54
東森財經新聞,http://50.7.238.114:8278/ettvcaijing_twn/playlist.m3u8?tid=MD5D9010164090101640&ct=19225&tsum=cc229773020f89af853b23d81e0e6371
東森財經新聞,http://50.7.238.98:8278/ettvcaijing_twn/playlist.m3u8?ct=17874&tid=m999b5a0f7fca17599138&tsum=345085d2d6d4401fdb3da968dfee5a54
東森財經新聞,http://50.7.238.98:8278/ettvcaijing_twn/playlist.m3u8?tid=MD5D9010164090101640&ct=19225&tsum=cc229773020f89af853b23d81e0e6371
東森財經新聞,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV03.m3u8
東森美洲,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
東森美洲,http://38.64.72.148:80/hls/modn/list/2015/chunklist1.m3u8
央視新聞,https://node1.olelive.com:6443/live/CCTV13HD/hls.m3u8
央視新聞,https://live.goodiptv.club/api/bestv.php?id=cctv13xwhd8m/8000000
央視新聞,http://cntv.sbs/live/?id=cctv13
央視新聞,http://live.cooltv.top/tv/aishang.php?id=cctv13hd
央視新聞,http://39.134.136.161:6610/000000001000/1000000002000021303/index.m3u8?channel-id=ystenlive&Contentid=1000000002000021303&livemode=1&stbId=3$ITV
央視新聞,http://php.cubs88.eu.org/cqyx.php?id=CCTVNewsHD
央視新聞,http://cfss.cc/ds/bst.php?id=Cf-14
央視新聞,http://39.136.173.106/hlsztemgsplive.miguvideo.com/envivo_x/2018/SD/cctv13/2000/index.m3u8?ProgramID=&encrypt=
央視財經,https://node1.olelive.com:6443/live/CCTV2HD/hls.m3u8
央視財經,https://live.goodiptv.club/api/bestv.php?id=cctv2hd8m/8000000
央視財經,http://cntv.sbs/live/?id=cctv2
央視財經,http://live.cooltv.top/tv/aishang.php?id=cctv2hd
央視財經,http://39.134.136.161:6610/000000001000/1000000001000023315/index.m3u8?channel-id=ystenlive&Contentid=1000000001000023315&livemode=1&stbId=3$ITV
央視財經,http://php.cubs88.eu.org/cqyx.php?id=cctv2HD
央視財經,http://cfss.cc/ds/bst.php?id=Cf-2
央視財經,http://39.136.173.106/hlsztemgsplive.miguvideo.com/wd_r2/cctv/cctv2hd/3000/index.m3u8?ProgramID=&encrypt=
央視中文國際,https://node1.olelive.com:6443/live/CCTV4HD/hls.m3u8
央視中文國際,https://live.goodiptv.club/api/bestv.php?id=cctv4hd8m/8000000
央視中文國際,http://cntv.sbs/live/?id=cctv4
央視中文國際,http://live.cooltv.top/tv/aishang.php?id=cctv4hd
央視中文國際,http://39.134.136.161:6610/000000001000/1000000002000031664/index.m3u8?channel-id=ystenlive&Contentid=1000000002000031664&livemode=1&stbId=3$ITV
央視中文國際,http://php.cubs88.eu.org/cqyx.php?id=cctv4HD
央視中文國際,http://218.32.47.179:8569/http/192.168.1.9:8081/hls/69/811/ch36.m3u8
央視中文國際,https://node1.olelive.com:6443/live/CCTV4HD/hls.m3u8
壹電視新聞,http://220.134.196.147:8501/http/116.50.42.18:8088/hls/66/808/ch24.m3u8
壹電視新聞,http://123.51.230.124:8550/http/60.251.39.91:8081/hls/66/808/ch24.m3u8
壹電視新聞,http://211.23.114.106:8505/http/61.221.81.94:8088/hls/66/808/ch24.m3u8?token=
壹電視新聞,http://www.yshmzmc.top/gtjm.php?id=live1242
壹電視新聞,http://60.251.59.180:8501/.m3u8
鏡電視新聞台,https://raw.githubusercontent.com/echolin73/utlive/main/live/ch41.m3u8
鏡電視新聞台,http://you.cubs88.eu.org/youtube/5n0y6b0Q25o
鏡電視新聞台,https://ytm2.yuanhsing.cf/mnews.m3u8
鏡電視新聞台,https://ythls.onrender.com/channel/UC4LjkybVKXCDlneVXlKAbmw.m3u8
寰宇台灣新聞,https://raw.githubusercontent.com/echolin73/utlive/main/live/ch27.m3u8
寰宇台灣新聞,http://220.134.196.147:8520/http/116.50.42.18:8088/hls/76/818/ch62.m3u8
寰宇台灣新聞,http://61.221.81.93:8513/hls/65/807/ch843.m3u8
寰宇台灣新聞,http://211.23.114.106:8505/http/116.50.42.18:8088/hls/76/818/ch62.m3u8?token=
寰宇國際新聞,https://raw.githubusercontent.com/echolin73/utlive/main/live/ch21.m3u8
寰宇國際新聞,http://tv.redrainl.site:9500/live.m3u8?c=22
寰宇國際新聞,http://you.cubs88.eu.org/youtube/B7Zp3d6xXWw
寰宇國際新聞,https://ytm2.yuanhsing.cf/GlobalNewsTV.m3u8
寰宇國際新聞,http://tvmvip110.club/live.php?id=hyxw
寰宇國際新聞,https://git.io/JgkpO
雲林新聞網,http://58.99.33.16:1935/liveedge17/live_854_3.stream/chunklist.m3u8
南投新聞網,http://58.99.33.16:1935/liveedge17/live_853_3.stream/chunklist.m3u8
非凡新聞,http://220.134.196.147:8539/http/116.50.42.18:8088/hls/75/817/ch57.m3u8
非凡新聞,http://123.51.230.124:8536//http/116.50.42.18:8088/hls/75/817/ch57.m3u8
非凡新聞,http://198.16.100.90:8278/feifannews_twn/playlist.m3u8?ct=17874&tid=m050e7aad65f614336734&tsum=4ea1b829d195ac69a6c2ca51b21ae378
非凡新聞,http://198.16.100.90:8278/feifannews_twn/playlist.m3u8?tid=m050e7aad65f614336734&ct=17874&tsum=4ea1b829d195ac69a6c2ca51b21ae378
非凡新聞,http://198.16.100.90:8278/feifannews_twn/playlist.m3u8?tid=MFDF6578546865785468&ct=19249&tsum=bbb5f2ee12e8ae89846875a83db08997
非凡新聞,http://50.7.238.114:8278/feifannews_twn/playlist.m3u8?ct=17874&tid=m050e7aad65f614336734&tsum=4ea1b829d195ac69a6c2ca51b21ae378
非凡新聞,http://50.7.238.114:8278/feifannews_twn/playlist.m3u8?tid=m050e7aad65f614336734&ct=17874&tsum=4ea1b829d195ac69a6c2ca51b21ae378
非凡新聞,http://50.7.238.114:8278/feifannews_twn/playlist.m3u8?tid=MFDF6578546865785468&ct=19249&tsum=bbb5f2ee12e8ae89846875a83db08997
非凡新聞,http://50.7.238.98:8278/feifannews_twn/playlist.m3u8?ct=17874&tid=m050e7aad65f614336734&tsum=4ea1b829d195ac69a6c2ca51b21ae378
非凡新聞,http://50.7.238.98:8278/feifannews_twn/playlist.m3u8?tid=m050e7aad65f614336734&ct=17874&tsum=4ea1b829d195ac69a6c2ca51b21ae378
非凡新聞,http://50.7.238.98:8278/feifannews_twn/playlist.m3u8?tid=MFDF6578546865785468&ct=19249&tsum=bbb5f2ee12e8ae89846875a83db08997
非凡商業台,http://220.134.196.147:8530/http/116.50.42.18:8088/hls/74/816/ch56.m3u8
非凡商業台,http://123.51.230.124:8561/http/116.50.42.18:8088/hls/74/816/ch56.m3u8
非凡商業台,http://59.125.101.187:8535/http/192.168.77.24:8081/hls/74/816/ch56.m3u8
全球財經台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV60.m3u8
運通財經台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV06.m3u8
點掌財經,http://cclive.aniu.tv/live/anzb.m3u8?$3M1280x712
點掌財經,http://cclive2.aniu.tv/live/anzb.m3u8?zgangd
耀才財經,https://v3.mediacast.hk/webcast/bshdlive-pc/playlist.m3u8
耀才財經,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8
耀才財經,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8?wowzasessionid=64000?zgangd
香港國際財經台,http://uc6.i-cable.com/live_freedirect/opentvhd002_h.live/playlist.m3u8
香港國際財經台,https://cdn.hklive.tv/xxxx/76/index.m3u8
上視新聞,https://live.goodiptv.club/api/bestv.php?id=xwzhhd8m/8000000
上視新聞,http://58.34.204.67:9901/tsfile/live/1015_1.m3u8
上視新聞,http://223.111.117.11/liveplay-kk.rtxapp.com/live/program/live/xwzhhd8m/8000000/mnf.m3u8
上視新聞,http://mrchenwu.myds.me:8066/udp/239.45.3.209:5140
上視新聞,http://cfss.cc/ds/bst.php?id=Cf-50
上視新聞,http://223.109.33.33/liveplay-kk.rtxapp.com/live/program/live/xwzhhd8m/8000000/mnf.m3u8
第一財經,https://live.goodiptv.club/api/bestv.php?id=dycjhd8m/8000000
第一財經,http://58.34.204.67:9901/tsfile/live/1018_1.m3u8
第一財經,http://223.111.117.11/liveplay-kk.rtxapp.com/live/program/live/dycjhd8m/8000000/mnf.m3u8
第一財經,http://mrchenwu.myds.me:8066/udp/239.45.3.211:5140
第一財經,http://cfss.cc/ds/bst.php?id=Cf-87
東方財經,https://live.goodiptv.club/api/bestv.php?id=dfcjhd8m/8000000
東方財經,http://223.111.117.11/liveplay-kk.rtxapp.com/live/program/live/dfcjhd8m/8000000/mnf.m3u8
北京新聞,http://live.cooltv.top/tv/btime.php?id=btvxw
北京新聞,http://qnap.yjnhome.com:4000/udp/239.3.1.159:8000
北京新聞,http://router.tonyliangli.cn:4022/udp/239.3.1.159:8000
北京新聞,http://222.128.98.255:4000/rtp/239.3.1.159:8000
北京財經,http://live.cooltv.top/tv/btime.php?id=btvcj
北京財經,http://qnap.yjnhome.com:4000/udp/239.3.1.116:8000
北京財經,http://router.tonyliangli.cn:4022/udp/239.3.1.116:8000
北京財經,http://222.128.98.255:4000/rtp/239.3.1.116:8000
香港開電視資訊台,http://2022.stream-link.org/live/1288486992
香港開電視資訊台,https://cdn.hklive.tv/xxxx/78/index.m3u8
香港無線新聞台,http://2022.stream-link.org/live/1511624341
香港無線新聞台,http://php.cubs88.eu.org/TVB.php?id=0&hq
香港無線新聞台,https://tvp22.sky4k.top/index1.php
香港無線新聞台,http://162.19.247.76:22222/live/tvbnews/index.m3u8
香港無線財經體育資訊台,http://120.84.96.87:808/hls/86/index.m3u8
香港無線財經體育資訊台,http://107.151.203.111:2209/135/hk.php?id=tvbcjtyt
香港無線財經體育資訊台,http://php.cubs88.eu.org/TVB.php?id=2&hq
香港無線財經體育資訊台,https://tvp22.sky4k.top/index2.php
香港有線新聞台,http://61.10.2.141/live_freedirect/freehd209_h.live/playlist.m3u8
香港有線新聞台,https://api.leonardpark.dev/live/icable/109
香港有線新聞台,http://2022.stream-link.org/live/954568378
香港有線新聞台,http://livetv.dnsfor.me:80/channel.5.m3u8
香港有線直播新聞台,https://api.leonardpark.dev/live/icable/110
香港有線直播新聞台,http://cm61-10-2-143.hkcable.com.hk/live_freedirect/hd110_h.live/playlist.m3u8
香港有線直播新聞台,http://livetv.dnsfor.me:80/channel.7.m3u8
香港有線財經資訊,http://61.10.2.141/live_freedirect/freehd208_h.live/playlist.m3u8
香港有線財經資訊,https://api.leonardpark.dev/live/icable/108
香港有線財經資訊,http://2022.stream-link.org/live/470396193
香港有線財經資訊,http://livetv.dnsfor.me:80/channel.6.m3u8
鳳凰資訊台,http://218.32.47.179:8576/http/192.168.1.9:8081/hls/69/811/ch36.m3u8
鳳凰資訊台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV22.m3u8
鳳凰資訊台,http://tvmvip110.club/fengh.php?id=1
鳳凰資訊台,http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv1.m3u8 
鳳凰資訊台,http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv2.m3u8
鳳凰中文台,http://218.32.47.179:8577/http/192.168.1.9:8081/hls/69/811/ch36.m3u8
鳳凰中文台,http://2022.stream-link.org/live/58079722
鳳凰中文台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV43.m3u8
鳳凰中文台,http://198.16.100.90:8278/phoenixinfo_hd/playlist.m3u8?tid=m7f4a830029be&ct=18336&tsum=74f57bddc0725f74838380086dce3e44
鳳凰中文台,http://50.7.238.114:8278/phoenixinfo_hd/playlist.m3u8?tid=m7f4a830029be&ct=18336&tsum=74f57bddc0725f74838380086dce3e44
鳳凰中文台,http://50.7.238.98:8278/phoenixinfo_hd/playlist.m3u8?tid=m7f4a830029be&ct=18336&tsum=74f57bddc0725f74838380086dce3e44
鳳凰中文台,http://107.151.203.111:2209/135/hk.php?id=fhzw
鳳凰中文台,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G.m3u8
新唐人亞太,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV23.m3u8
新唐人美東,https://ntd02.akamaized.net/HD-NY/index.m3u8
CNN全球新聞,http://ip2121.com:8081/live/cnn/playlist.m3u8
CNN全球新聞,http://198.16.100.90:8278/cnn_twn/playlist.m3u8?tid=ME9E1590756115907561&ct=19225&tsum=adf5db9504938a69e07bad07c9d6f7d6
CNN全球新聞,https://cnn-cnninternational-1-eu.rakuten.wurl.tv/206849c7acd1570962df1ad525fa8688.m3u8?blog.ntnas.top
CNN全球新聞,http://50.7.238.114:8278/cnn_twn/playlist.m3u8?tid=ME9E1590756115907561&ct=19225&tsum=adf5db9504938a69e07bad07c9d6f7d6
CNN全球新聞,http://50.7.238.98:8278/cnn_twn/playlist.m3u8?tid=ME9E1590756115907561&ct=19225&tsum=adf5db9504938a69e07bad07c9d6f7d6
Fox News,http://198.16.100.90:8278/foxnews_twn/playlist.m3u8?tid=MC6C3693629036936290&ct=19225&tsum=f5a714cff126a87d446c0613d9e80e14
Fox News,http://50.7.238.114:8278/foxnews_twn/playlist.m3u8?tid=MC6C3693629036936290&ct=19225&tsum=f5a714cff126a87d446c0613d9e80e14
Fox News,http://50.7.238.98:8278/foxnews_twn/playlist.m3u8?tid=MC6C3693629036936290&ct=19225&tsum=f5a714cff126a87d446c0613d9e80e14
NBC新聞,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV39.m3u8
NBC新聞,https://dai2.xumo.com/xumocdn/p=redbox&deviceid=&is_lat=&subp=RedboxdesktopWebLinux/amagi_hls_data_xumo1212A-xumo-nbcnewsnow/CDN/1920x1080_5055600/index.m3u8?blog.ntnas.top
ABC News US,http://198.16.100.90:8278/abcnews_glo/playlist.m3u8?tid=MAEA6759929367599293&ct=19225&tsum=edd59704e2182262583ea5b0e1093b9d
ABC News US,http://50.7.238.114:8278/abcnews_glo/playlist.m3u8?tid=MAEA6759929367599293&ct=19225&tsum=edd59704e2182262583ea5b0e1093b9d
ABC News US,http://50.7.238.98:8278/abcnews_glo/playlist.m3u8?tid=MAEA6759929367599293&ct=19225&tsum=edd59704e2182262583ea5b0e1093b9d
BBC World News,http://198.16.100.90:8278/bbcnews_twn/playlist.m3u8?tid=ME2E9411781394117813&ct=19225&tsum=ffaa2caa60183eec89d730ed80b336d1
BBC World News,http://50.7.238.114:8278/bbcnews_twn/playlist.m3u8?tid=ME2E9411781394117813&ct=19225&tsum=ffaa2caa60183eec89d730ed80b336d1
